,ID,flag
285,8018001,1.0
286,8011369,1.0
287,8013434,1.0
288,8022642,1.0
289,8014406,1.0
290,8010672,1.0
291,8012328,1.0
292,8023778,1.0
293,8014408,1.0
294,8013566,1.0
295,8013649,1.0
296,8017217,1.0
297,8021121,1.0
298,8013347,1.0
299,8018863,1.0
300,8019443,1.0
301,8022478,1.0
302,8016742,1.0
303,8017546,1.0
304,8024357,1.0
305,8010700,1.0
306,8012654,1.0
307,8012484,1.0
308,8024267,1.0
309,8021215,1.0
310,8010379,1.0
311,8017253,1.0
312,8022020,1.0
313,8015956,1.0
314,8018827,1.0
315,8019267,1.0
316,8014578,1.0
317,8015241,1.0
318,8019639,1.0
319,8021610,1.0
320,8022680,1.0
321,8011063,1.0
322,8022509,1.0
323,8024072,1.0
324,8011065,1.0
325,8022076,1.0
326,8023617,1.0
327,8014722,1.0
328,8011016,1.0
329,8014729,1.0
330,8013802,1.0
331,8018221,1.0
332,8011178,1.0
333,8010527,1.0
334,8011941,1.0
335,8013169,1.0
336,8021197,1.0
337,8024384,1.0
338,8018645,1.0
339,8013537,1.0
340,8013363,1.0
341,8013137,1.0
342,8021450,1.0
343,8022372,1.0
344,8017177,1.0
345,8023219,1.0
346,8019825,1.0
347,8016581,1.0
348,8020375,1.0
349,8024637,1.0
350,8023182,1.0
351,8010311,1.0
352,8016523,1.0
353,8020904,1.0
354,8010897,1.0
355,8015655,1.0
356,8015529,1.0
357,8014714,1.0
358,8019609,1.0
359,8011349,1.0
360,8018409,1.0
361,8020503,1.0
362,8014813,1.0
363,8013827,1.0
364,8017365,1.0
365,8015009,1.0
366,8015643,1.0
367,8012649,1.0
368,8019587,1.0
369,8012540,1.0
370,8023531,1.0
371,8021483,1.0
372,8022400,1.0
373,8017448,1.0
374,8022261,1.0
375,8012389,1.0
376,8023239,1.0
377,8016563,1.0
378,8019775,1.0
379,8019251,1.0
380,8023422,1.0
381,8016078,1.0
382,8024574,1.0
383,8010353,1.0
384,8012423,1.0
385,8010855,1.0
386,8024273,1.0
387,8013433,1.0
388,8015325,1.0
389,8019396,1.0
390,8023361,1.0
391,8020080,1.0
392,8018354,1.0
393,8012696,1.0
394,8022718,1.0
395,8017020,1.0
396,8018931,1.0
397,8012667,1.0
398,8013575,1.0
399,8018305,1.0
400,8013787,1.0
401,8018194,1.0
402,8022763,1.0
403,8021384,1.0
404,8020767,1.0
405,8024318,1.0
406,8016431,1.0
407,8021765,1.0
408,8023717,1.0
409,8024552,1.0
410,8012468,1.0
411,8021288,1.0
412,8017304,1.0
413,8014446,1.0
414,8011489,1.0
415,8011922,1.0
416,8024386,1.0
417,8010248,1.0
418,8010973,1.0
419,8018489,1.0
420,8017621,1.0
421,8019829,1.0
422,8011252,1.0
423,8013166,1.0
424,8019299,1.0
425,8015476,1.0
426,8012519,1.0
427,8014816,1.0
428,8016482,1.0
429,8024167,1.0
430,8011451,1.0
431,8017732,1.0
432,8014649,1.0
433,8015823,1.0
434,8011852,1.0
435,8018494,1.0
436,8011082,1.0
437,8011168,1.0
438,8015232,1.0
439,8011856,1.0
440,8011529,1.0
441,8019159,1.0
442,8016334,1.0
443,8023069,1.0
444,8014719,1.0
445,8022949,1.0
446,8011231,1.0
447,8020605,1.0
448,8019009,1.0
449,8011112,1.0
450,8015304,1.0
451,8022687,1.0
452,8011194,1.0
453,8016771,1.0
454,8021630,1.0
455,8017899,1.0
456,8011784,1.0
457,8024235,1.0
458,8011848,1.0
459,8015221,1.0
460,8021296,1.0
461,8014099,1.0
462,8021413,1.0
463,8014505,1.0
464,8010155,1.0
465,8010389,1.0
466,8020017,1.0
467,8013616,1.0
468,8010575,1.0
469,8020818,1.0
470,8017715,1.0
471,8022375,1.0
472,8017315,1.0
473,8021511,1.0
474,8020297,1.0
475,8022972,1.0
476,8017329,1.0
477,8012966,1.0
478,8022518,1.0
479,8011652,1.0
480,8012156,1.0
481,8011180,1.0
482,8023211,1.0
483,8019214,1.0
484,8013601,1.0
485,8020044,1.0
486,8020652,1.0
487,8022350,1.0
488,8012450,1.0
489,8017924,1.0
490,8022704,1.0
491,8017181,1.0
492,8017878,1.0
493,8013507,1.0
494,8012716,1.0
495,8024975,1.0
496,8017512,1.0
497,8019084,1.0
498,8011149,1.0
499,8013619,1.0
500,8020511,1.0
501,8011445,1.0
502,8015233,1.0
503,8013362,1.0
504,8021714,1.0
505,8018467,1.0
506,8024920,1.0
507,8012512,1.0
508,8017948,1.0
509,8024297,1.0
510,8022801,1.0
511,8018191,1.0
512,8011746,1.0
513,8016415,1.0
514,8010945,1.0
515,8014320,1.0
516,8017082,1.0
517,8016076,1.0
518,8018311,1.0
519,8013065,1.0
520,8014656,1.0
521,8012910,1.0
522,8013471,1.0
523,8017050,1.0
524,8018959,1.0
525,8014809,1.0
526,8023085,1.0
527,8019824,1.0
528,8010322,1.0
529,8018975,1.0
530,8020352,1.0
531,8020743,1.0
532,8016394,1.0
533,8012020,1.0
534,8018381,1.0
535,8020740,1.0
536,8017284,1.0
537,8018110,1.0
538,8023441,1.0
539,8012111,1.0
540,8015619,1.0
541,8011029,1.0
542,8023455,1.0
543,8023083,1.0
544,8017615,1.0
545,8010747,1.0
546,8022887,1.0
547,8023499,1.0
548,8011862,1.0
549,8013115,1.0
550,8019269,1.0
551,8021303,1.0
552,8014752,1.0
553,8023254,1.0
554,8017563,1.0
555,8010210,1.0
556,8021690,1.0
557,8018981,1.0
558,8019822,1.0
559,8021195,1.0
560,8020730,1.0
561,8018392,1.0
562,8023814,1.0
563,8010488,1.0
564,8010028,1.0
565,8017836,1.0
566,8014110,1.0
567,8017002,1.0
568,8019735,1.0
569,8024964,1.0
570,8021740,1.0
571,8019463,1.0
572,8013860,1.0
573,8018700,1.0
574,8022408,1.0
575,8020763,1.0
576,8024649,1.0
577,8020366,1.0
578,8018164,1.0
579,8016402,1.0
580,8010394,1.0
581,8013706,1.0
582,8022697,1.0
583,8022864,1.0
584,8013908,1.0
585,8020577,1.0
586,8015031,1.0
587,8012741,1.0
588,8017527,1.0
589,8022686,1.0
590,8018547,1.0
591,8014742,1.0
592,8024972,1.0
593,8016687,1.0
594,8013641,1.0
595,8012935,1.0
596,8021777,1.0
597,8022692,1.0
598,8017868,1.0
599,8015290,1.0
600,8019212,1.0
601,8021733,1.0
602,8011199,1.0
603,8023896,1.0
604,8014713,1.0
605,8014182,1.0
606,8024237,1.0
607,8016080,1.0
608,8015978,1.0
609,8021563,1.0
610,8010544,1.0
611,8019302,1.0
612,8016492,1.0
613,8011490,1.0
614,8023961,1.0
615,8017585,1.0
616,8018754,1.0
617,8023590,1.0
618,8021079,1.0
619,8014155,1.0
620,8020411,1.0
621,8019430,1.0
622,8018756,1.0
623,8016574,1.0
624,8021520,1.0
625,8021227,1.0
626,8021354,1.0
627,8016586,1.0
628,8015059,1.0
629,8015354,1.0
630,8021538,1.0
631,8019350,1.0
632,8012188,1.0
633,8011582,1.0
634,8017790,1.0
635,8016481,1.0
636,8016232,1.0
637,8019625,1.0
638,8022178,1.0
639,8010362,1.0
640,8018091,1.0
641,8016623,1.0
642,8022880,1.0
643,8011321,1.0
644,8017306,1.0
645,8023114,1.0
646,8019803,1.0
647,8015016,1.0
648,8017399,1.0
649,8012859,1.0
650,8015854,1.0
651,8012615,1.0
652,8023526,1.0
653,8019514,1.0
654,8016450,1.0
655,8010401,1.0
656,8012680,1.0
657,8022322,1.0
658,8021809,1.0
659,8019983,1.0
660,8014332,1.0
661,8016363,1.0
662,8014609,1.0
663,8014987,1.0
664,8020306,1.0
665,8020934,1.0
666,8019193,1.0
667,8011484,1.0
668,8014190,1.0
669,8014439,1.0
670,8011604,1.0
671,8023728,1.0
672,8021688,1.0
673,8023058,1.0
674,8015862,1.0
675,8010804,1.0
676,8011394,1.0
677,8022974,1.0
678,8019575,1.0
679,8012418,1.0
680,8014466,1.0
681,8023806,1.0
682,8020580,1.0
683,8011339,1.0
684,8023706,1.0
685,8013488,1.0
686,8022254,1.0
687,8011559,1.0
688,8022327,1.0
689,8018843,1.0
690,8018103,1.0
691,8019003,1.0
692,8023939,1.0
693,8017100,1.0
694,8017815,1.0
695,8012326,1.0
696,8011251,1.0
697,8013948,1.0
698,8021506,1.0
699,8019201,1.0
700,8014437,1.0
701,8020053,1.0
702,8019965,1.0
703,8011615,1.0
704,8015286,1.0
705,8023757,1.0
706,8018288,1.0
707,8024629,1.0
708,8011054,1.0
709,8016534,1.0
710,8015011,1.0
711,8020698,1.0
712,8021439,1.0
713,8015846,1.0
714,8024994,1.0
715,8022872,1.0
716,8020836,1.0
717,8021491,1.0
718,8020517,1.0
719,8015388,1.0
720,8010910,1.0
721,8012502,1.0
722,8019641,1.0
723,8018875,1.0
724,8020274,1.0
725,8013530,1.0
726,8016614,1.0
727,8023815,1.0
728,8017072,1.0
729,8014260,1.0
730,8014576,1.0
731,8022444,1.0
732,8016201,1.0
733,8020866,1.0
734,8015425,1.0
735,8021755,1.0
736,8012346,1.0
737,8016672,1.0
738,8011506,1.0
739,8018443,1.0
740,8021515,1.0
741,8023897,1.0
742,8019526,1.0
743,8012493,1.0
744,8016953,1.0
745,8016712,1.0
746,8018096,1.0
747,8010836,1.0
748,8015471,1.0
749,8013294,1.0
750,8019404,1.0
751,8018561,1.0
752,8017761,1.0
753,8015675,1.0
754,8016348,1.0
755,8013163,1.0
756,8013644,1.0
757,8013161,1.0
758,8013399,1.0
759,8018257,1.0
760,8021808,1.0
761,8018060,1.0
762,8019994,1.0
763,8013410,1.0
764,8019667,1.0
765,8023689,1.0
766,8010371,1.0
767,8019512,1.0
768,8013112,1.0
769,8015361,1.0
770,8010277,1.0
771,8019855,1.0
772,8018093,1.0
773,8019238,1.0
774,8016299,1.0
775,8019362,1.0
776,8023084,1.0
777,8019926,1.0
778,8018857,1.0
779,8020414,1.0
780,8021949,1.0
781,8023878,1.0
782,8016172,1.0
783,8016939,1.0
784,8017996,1.0
785,8010263,1.0
786,8014389,1.0
787,8013231,1.0
788,8019750,1.0
789,8013696,1.0
790,8020485,1.0
791,8019507,1.0
792,8011272,1.0
793,8013222,1.0
794,8018542,1.0
795,8017473,1.0
796,8018326,1.0
797,8024417,1.0
798,8019090,1.0
799,8011743,1.0
800,8017619,1.0
801,8022923,1.0
802,8022869,1.0
803,8015758,1.0
804,8012395,1.0
805,8020038,1.0
806,8018617,1.0
807,8015527,1.0
808,8024568,1.0
809,8024269,1.0
810,8018189,1.0
811,8020380,1.0
812,8022916,1.0
813,8012722,1.0
814,8018190,1.0
815,8022215,1.0
816,8017031,1.0
817,8019601,1.0
818,8022963,1.0
819,8017456,1.0
820,8011686,1.0
821,8020888,1.0
822,8012427,1.0
823,8014204,1.0
824,8020814,1.0
825,8021089,1.0
826,8011125,1.0
827,8012764,1.0
828,8013811,1.0
829,8019551,1.0
830,8020664,1.0
831,8013429,1.0
832,8012804,1.0
833,8019594,1.0
834,8012180,1.0
835,8017611,1.0
836,8012270,1.0
837,8011305,1.0
838,8020222,1.0
839,8010103,1.0
840,8018048,1.0
841,8016680,1.0
842,8022103,1.0
843,8024491,1.0
844,8017182,1.0
845,8020194,1.0
846,8010502,1.0
847,8011071,1.0
848,8019521,1.0
849,8019055,1.0
850,8017057,1.0
851,8017703,1.0
852,8013960,1.0
853,8015323,1.0
854,8023047,1.0
855,8021096,1.0
856,8019665,1.0
857,8017910,1.0
858,8023022,1.0
859,8016816,1.0
860,8010491,1.0
861,8011397,1.0
862,8015645,1.0
863,8022255,1.0
864,8020188,1.0
865,8015322,1.0
866,8013182,1.0
867,8016789,1.0
868,8015702,1.0
869,8022102,1.0
870,8011761,1.0
871,8010254,1.0
872,8014149,1.0
873,8023014,1.0
874,8011325,1.0
875,8019083,1.0
876,8013899,1.0
877,8016517,1.0
878,8013151,1.0
879,8021331,1.0
880,8023071,1.0
881,8015066,1.0
882,8023365,1.0
883,8020187,1.0
884,8023476,1.0
885,8010247,1.0
886,8018641,1.0
887,8020625,1.0
888,8022339,1.0
889,8022054,1.0
890,8024560,1.0
891,8013436,1.0
892,8022412,1.0
893,8020855,1.0
894,8014962,1.0
895,8011844,1.0
896,8022538,1.0
897,8015065,1.0
898,8017286,1.0
899,8011206,1.0
900,8012653,1.0
901,8019234,1.0
902,8011444,1.0
903,8012625,1.0
904,8020071,1.0
905,8023764,1.0
906,8020534,1.0
907,8022259,1.0
908,8010678,1.0
909,8011470,1.0
910,8022108,1.0
911,8012290,1.0
912,8024685,1.0
913,8017377,1.0
914,8017056,1.0
915,8010255,1.0
916,8023846,1.0
917,8024481,1.0
918,8012075,1.0
919,8024845,1.0
920,8015905,1.0
921,8019206,1.0
922,8014871,1.0
923,8024514,1.0
924,8020086,1.0
925,8013648,1.0
926,8014621,1.0
927,8016813,1.0
928,8014969,1.0
929,8019768,1.0
930,8015834,1.0
931,8018388,1.0
932,8019222,1.0
933,8024097,1.0
934,8011094,1.0
935,8013366,1.0
936,8014111,1.0
937,8015240,1.0
938,8014192,1.0
939,8018835,1.0
940,8010148,1.0
941,8010624,1.0
942,8023546,1.0
943,8012183,1.0
944,8018322,1.0
945,8022343,1.0
946,8012766,1.0
947,8018213,1.0
948,8011950,1.0
949,8013973,1.0
950,8011433,1.0
951,8017420,1.0
952,8017577,1.0
953,8019726,1.0
954,8019276,1.0
955,8021499,1.0
956,8022199,1.0
957,8012981,1.0
958,8020568,1.0
959,8019180,1.0
960,8023903,1.0
961,8011753,1.0
962,8019119,1.0
963,8016256,1.0
964,8015054,1.0
965,8022587,1.0
966,8023317,1.0
967,8013875,1.0
968,8015093,1.0
969,8020893,1.0
970,8017538,1.0
971,8014790,1.0
972,8018095,1.0
973,8016379,1.0
974,8022526,1.0
975,8017609,1.0
976,8020346,1.0
977,8018893,1.0
978,8013574,1.0
979,8010969,1.0
980,8017381,1.0
981,8019401,1.0
982,8020486,1.0
983,8020618,1.0
984,8018524,1.0
985,8017689,1.0
986,8021001,1.0
987,8018581,1.0
988,8013075,1.0
989,8012342,1.0
990,8014064,1.0
991,8022214,1.0
992,8019797,1.0
993,8010168,1.0
994,8015535,1.0
995,8015938,1.0
996,8012070,1.0
997,8021424,1.0
998,8015755,1.0
999,8016181,1.0
1000,8020872,1.0
1001,8023419,1.0
1002,8022909,1.0
1003,8021834,1.0
1004,8018884,1.0
1005,8013225,1.0
1006,8021378,1.0
1007,8018230,1.0
1008,8023401,1.0
1009,8012641,1.0
1010,8023151,1.0
1011,8020744,1.0
1012,8011595,1.0
1013,8018824,1.0
1014,8024881,1.0
1015,8023156,1.0
1016,8022690,1.0
1017,8023328,1.0
1018,8019282,1.0
1019,8016065,1.0
1020,8017781,1.0
1021,8017467,1.0
1022,8011405,1.0
1023,8021415,1.0
1024,8020989,1.0
1025,8010902,1.0
1026,8013773,1.0
1027,8016743,1.0
1028,8022126,1.0
1029,8014001,1.0
1030,8024942,1.0
1031,8010152,1.0
1032,8011437,1.0
1033,8010279,1.0
1034,8018937,1.0
1035,8020041,1.0
1036,8016781,1.0
1037,8010859,1.0
1038,8013062,1.0
1039,8019976,1.0
1040,8018839,1.0
1041,8024193,1.0
1042,8024409,1.0
1043,8018805,1.0
1044,8012029,1.0
1045,8013015,1.0
1046,8021401,1.0
1047,8010372,1.0
1048,8014828,1.0
1049,8018952,1.0
1050,8021029,1.0
1051,8012144,1.0
1052,8024570,1.0
1053,8016193,1.0
1054,8023511,1.0
1055,8014625,1.0
1056,8011817,1.0
1057,8018815,1.0
1058,8011025,1.0
1059,8015769,1.0
1060,8018956,1.0
1061,8014588,1.0
1062,8020145,1.0
1063,8017457,1.0
1064,8010454,1.0
1065,8014743,1.0
1066,8022190,1.0
1067,8021832,1.0
1068,8018557,1.0
1069,8010746,1.0
1070,8017558,1.0
1071,8013403,1.0
1072,8014337,1.0
1073,8012866,1.0
1074,8022467,1.0
1075,8013177,1.0
1076,8010533,1.0
1077,8021980,1.0
1078,8011902,1.0
1079,8020462,1.0
1080,8014363,1.0
1081,8010418,1.0
1082,8020312,1.0
1083,8015794,1.0
1084,8019173,1.0
1085,8022193,1.0
1086,8020631,1.0
1087,8012093,1.0
1088,8015320,1.0
1089,8015183,1.0
1090,8021114,1.0
1091,8023824,1.0
1092,8019516,1.0
1093,8011202,1.0
1094,8016316,1.0
1095,8019244,1.0
1096,8019912,1.0
1097,8019194,1.0
1098,8016308,1.0
1099,8018713,1.0
1100,8019092,1.0
1101,8018961,1.0
1102,8023373,1.0
1103,8017552,1.0
1104,8019164,1.0
1105,8014089,1.0
1106,8024207,1.0
1107,8013037,1.0
1108,8010802,1.0
1109,8010540,1.0
1110,8024015,1.0
1111,8013579,1.0
1112,8012661,1.0
1113,8018989,1.0
1114,8011522,1.0
1115,8016335,1.0
1116,8011157,1.0
1117,8016983,1.0
1118,8021175,1.0
1119,8022790,1.0
1120,8018796,1.0
1121,8020226,1.0
1122,8014806,1.0
1123,8016146,1.0
1124,8012264,1.0
1125,8016539,1.0
1126,8019559,1.0
1127,8012725,1.0
1128,8017581,1.0
1129,8023823,1.0
1130,8021761,1.0
1131,8016792,1.0
1132,8010006,1.0
1133,8013256,1.0
1134,8018269,1.0
1135,8014985,1.0
1136,8012673,1.0
1137,8014695,1.0
1138,8010276,1.0
1139,8011975,1.0
1140,8012710,1.0
1141,8013663,1.0
1142,8013913,1.0
1143,8023543,1.0
1144,8022149,1.0
1145,8018997,1.0
1146,8013568,1.0
1147,8021717,1.0
1148,8010241,1.0
1149,8019635,1.0
1150,8011741,1.0
1151,8016512,1.0
1152,8015517,1.0
1153,8011428,1.0
1154,8014780,1.0
1155,8017788,1.0
1156,8010680,1.0
1157,8016925,1.0
1158,8013690,1.0
1159,8015742,1.0
1160,8013524,1.0
1161,8018569,1.0
1162,8019873,1.0
1163,8015109,1.0
1164,8022177,1.0
1165,8019613,1.0
1166,8018766,1.0
1167,8014307,1.0
1168,8021383,1.0
1169,8019916,1.0
1170,8021311,1.0
1171,8019968,1.0
1172,8017111,1.0
1173,8015326,1.0
1174,8020099,1.0
1175,8020648,1.0
1176,8019832,1.0
1177,8018486,1.0
1178,8017574,1.0
1179,8019432,1.0
1180,8022892,1.0
1181,8010664,1.0
1182,8015977,1.0
1183,8013092,1.0
1184,8024502,1.0
1185,8016442,1.0
1186,8011678,1.0
1187,8014215,1.0
1188,8021147,1.0
1189,8023758,1.0
1190,8014802,1.0
1191,8018253,1.0
1192,8011286,1.0
1193,8011710,1.0
1194,8012779,1.0
1195,8023544,1.0
1196,8012277,1.0
1197,8018004,1.0
1198,8023812,1.0
1199,8013394,1.0
1200,8011669,1.0
1201,8024540,1.0
1202,8014292,1.0
1203,8016806,1.0
1204,8019145,1.0
1205,8018343,1.0
1206,8016754,1.0
1207,8010164,1.0
1208,8013876,1.0
1209,8020487,1.0
1210,8020419,1.0
1211,8020684,1.0
1212,8010677,1.0
1213,8019591,1.0
1214,8020289,1.0
1215,8022489,1.0
1216,8014062,1.0
1217,8017819,1.0
1218,8011680,1.0
1219,8014801,1.0
1220,8024217,1.0
1221,8018488,1.0
1222,8022493,1.0
1223,8019129,1.0
1224,8022041,1.0
1225,8017509,1.0
1226,8021252,1.0
1227,8016074,1.0
1228,8010346,1.0
1229,8023586,1.0
1230,8016241,1.0
1231,8011912,1.0
1232,8018982,1.0
1233,8021420,1.0
1234,8016190,1.0
1235,8020916,1.0
1236,8017092,1.0
1237,8022661,1.0
1238,8013316,1.0
1239,8013657,1.0
1240,8012679,1.0
1241,8020124,1.0
1242,8020892,1.0
1243,8016821,1.0
1244,8020326,1.0
1245,8010798,1.0
1246,8015317,1.0
1247,8023743,1.0
1248,8020847,1.0
1249,8017665,1.0
1250,8012379,1.0
1251,8015333,1.0
1252,8010711,1.0
1253,8023869,1.0
1254,8020941,1.0
1255,8024360,1.0
1256,8010090,1.0
1257,8019245,1.0
1258,8018128,1.0
1259,8015167,1.0
1260,8016589,1.0
1261,8022787,1.0
1262,8021947,1.0
1263,8013004,1.0
1264,8018350,1.0
1265,8021095,1.0
1266,8018141,1.0
1267,8010907,1.0
1268,8020429,1.0
1269,8012606,1.0
1270,8017384,1.0
1271,8018438,1.0
1272,8017294,1.0
1273,8011995,1.0
1274,8011871,1.0
1275,8024477,1.0
1276,8014764,1.0
1277,8011831,1.0
1278,8013188,1.0
1279,8016067,1.0
1280,8024453,1.0
1281,8022797,1.0
1282,8010918,1.0
1283,8010025,1.0
1284,8017114,1.0
1285,8015764,1.0
1286,8017575,1.0
1287,8022976,1.0
1288,8016504,1.0
1289,8018260,1.0
1290,8016315,1.0
1291,8017693,1.0
1292,8017271,1.0
1293,8014663,1.0
1294,8015617,1.0
1295,8018407,1.0
1296,8021453,1.0
1297,8011008,1.0
1298,8012082,1.0
1299,8011602,1.0
1300,8022632,1.0
1301,8023482,1.0
1302,8019072,1.0
1303,8010635,1.0
1304,8020643,1.0
1305,8022860,1.0
1306,8021754,1.0
1307,8021924,1.0
1308,8017022,1.0
1309,8016463,1.0
1310,8018501,1.0
1311,8010096,1.0
1312,8018783,1.0
1313,8024493,1.0
1314,8015263,1.0
1315,8010826,1.0
1316,8023224,1.0
1317,8012561,1.0
1318,8020971,1.0
1319,8021167,1.0
1320,8014083,1.0
1321,8014454,1.0
1322,8018668,1.0
1323,8021606,1.0
1324,8010837,1.0
1325,8021373,1.0
1326,8018627,1.0
1327,8014699,1.0
1328,8013123,1.0
1329,8012071,1.0
1330,8014251,1.0
1331,8016691,1.0
1332,8015062,1.0
1333,8011256,1.0
1334,8015614,1.0
1335,8020296,1.0
1336,8012688,1.0
1337,8013684,1.0
1338,8015456,1.0
1339,8016810,1.0
1340,8012248,1.0
1341,8017990,1.0
1342,8013885,1.0
1343,8019895,1.0
1344,8010908,1.0
1345,8024798,1.0
1346,8010920,1.0
1347,8023074,1.0
1348,8014263,1.0
1349,8016406,1.0
1350,8020373,1.0
1351,8015970,1.0
1352,8020135,1.0
1353,8010688,1.0
1354,8014640,1.0
1355,8015069,1.0
1356,8013351,1.0
1357,8014250,1.0
1358,8012372,1.0
1359,8014284,1.0
1360,8020171,1.0
1361,8012432,1.0
